,participant,part,enjoyment,effort,motivation,worthwhile,concent,subgoals,hints,subgoalGraphics,thumbnailGraphics,other,timestamp,harderOrEasier,future
183,601c0063f8a80c12afbe1862,1,3.0,4.0,3.0,5.0,3.0,,4.0,,5.0,,2021-02-04T15:23:36.308Z,,
184,601c0036f8a80c12afbe1824,2,2.0,3.0,2.0,3.0,2.0,,,4.0,,,2021-02-04T15:24:04.927Z,,
185,601c02a8f8a80c12afbe1c99,1,1.0,4.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,,2021-02-04T15:24:32.247Z,,
186,601c0284f8a80c12afbe1c4d,1,,2.0,,2.0,2.0,2.0,5.0,,3.0,,2021-02-04T15:26:43.107Z,,
187,601c018ef8a80c12afbe19fe,2,5.0,4.0,4.0,4.0,4.0,,,5.0,,,2021-02-04T15:28:24.104Z,,
188,601c0119f8a80c12afbe1910,2,3.0,4.0,4.0,3.0,4.0,,,,,,2021-02-04T15:33:12.634Z,,
189,601c0153f8a80c12afbe196c,1,4.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,,2021-02-04T15:34:54.054Z,,
190,601c014ef8a80c12afbe1964,2,4.0,4.0,4.0,4.0,4.0,,,,,,2021-02-04T15:40:51.585Z,,
191,601c0011f8a80c12afbe180d,2,5.0,3.0,5.0,5.0,5.0,,,,,That was so much fun! Maybe programming isn't that scary afterall!,2021-02-04T15:44:37.248Z,,
192,601c030cf8a80c12afbe1e3f,1,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,,2021-02-04T15:48:55.954Z,,
193,601c0175f8a80c12afbe19d7,1,1.0,1.0,1.0,3.0,1.0,1.0,4.0,3.0,5.0,feel it would be better to run the actual program in combination with the guide,2021-02-04T15:49:23.111Z,,
194,601a16cef8a80c12afbd712f,2,,,,,,,,,,,2021-02-04T16:41:30.619Z,,
195,601c01a9f8a80c12afbe1a26,3,3.0,5.0,2.0,3.0,3.0,5.0,5.0,,3.0,,2021-02-04T17:10:47.611Z,3.0,
196,601c2b20f8a80c12afbefe74,2,5.0,5.0,5.0,5.0,5.0,,,,,,2021-02-04T18:02:41.777Z,,
197,601c003af8a80c12afbe1828,2,4.0,5.0,4.0,3.0,3.0,,,,,,2021-02-04T18:30:52.677Z,,
198,601ba4acf8a80c12afbdee12,3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,2021-02-04T18:38:41.619Z,3.0,
199,601c0122f8a80c12afbe192a,2,5.0,5.0,4.0,5.0,5.0,,,,,,2021-02-04T20:51:31.641Z,,
200,601c0246f8a80c12afbe1b2d,2,5.0,4.0,5.0,5.0,5.0,,,5.0,,,2021-02-04T21:17:34.845Z,,
201,601a9107f8a80c12afbdcee7,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,5.0,,2021-02-05T05:11:56.116Z,,
202,6018f733f8a80c12afba2374,3,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,3.0,,2021-02-05T10:55:03.156Z,3.0,
203,601a16cef8a80c12afbd712f,3,,,,,,,,,,,2021-02-05T11:07:58.401Z,,
204,601d2755a6af0b0a8bd18def,1,2.0,1.0,2.0,,,3.0,5.0,,5.0,,2021-02-05T11:47:37.271Z,,
205,6014329e8a8fb97c0541f5d3,1,3.0,3.0,2.0,4.0,3.0,4.0,4.0,5.0,5.0,,2021-02-05T13:09:56.462Z,,
206,601d2755a6af0b0a8bd18def,2,5.0,3.0,5.0,5.0,4.0,,,,,,2021-02-05T13:25:02.474Z,,
207,601c018ef8a80c12afbe19fe,3,2.0,3.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,"The first tasks were challenging but possible to do, hence I enjoyed doing them. However, then the tasks got too complex and I completely lost motivation to do them, as it felt that I will not remember the used operations anyway, so why should I put effort into learning them.",2021-02-05T14:49:52.201Z,3.0,
208,601a9107f8a80c12afbdcee7,3,5.0,5.0,5.0,5.0,5.0,1.0,5.0,,5.0,,2021-02-05T16:23:54.903Z,5.0,
209,6018fe8ff8a80c12afba2fa8,2,,,,,,,,,,,2021-02-05T17:38:17.79Z,,
210,601a3a2ef8a80c12afbda079,3,5.0,3.0,4.0,4.0,4.0,4.0,3.0,,2.0,,2021-02-05T17:51:54.676Z,4.0,
211,601d6caaa6af0b0a8bd1badb,1,3.0,5.0,4.0,5.0,4.0,3.0,5.0,,5.0,,2021-02-05T17:53:03.997Z,,
212,6018fe8ff8a80c12afba2fa8,3,,,,,,,,,,,2021-02-05T18:34:43.613Z,,
213,601c0246f8a80c12afbe1b2d,2,5.0,5.0,5.0,5.0,5.0,,,5.0,,,2021-02-05T20:33:30.52Z,,
214,601c0246f8a80c12afbe1b2d,3,4.0,4.0,3.0,4.0,3.0,5.0,5.0,5.0,5.0,,2021-02-05T21:57:57.568Z,5.0,
215,6018fb66f8a80c12afba2a0e,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,3.0,,2021-02-06T06:48:25.653Z,,
216,6018fb66f8a80c12afba2a0e,2,3.0,4.0,3.0,4.0,3.0,,,,,,2021-02-06T07:21:40.057Z,,
217,6018fb66f8a80c12afba2a0e,3,2.0,3.0,3.0,3.0,3.0,3.0,2.0,,3.0,,2021-02-06T08:11:44.44Z,3.0,
218,601d6caaa6af0b0a8bd1badb,2,4.0,4.0,5.0,5.0,4.0,,,,,,2021-02-07T16:14:11.926Z,,
219,6019290ff8a80c12afba996f,1,4.0,4.0,3.0,3.0,4.0,5.0,5.0,,4.0,,2021-02-07T19:34:40.023Z,,
220,6019290ff8a80c12afba996f,2,5.0,5.0,5.0,3.0,2.0,,,,,,2021-02-08T00:16:21.755Z,,
221,6018f4c5f8a80c12afba21b9,2,5.0,5.0,5.0,5.0,5.0,,,,,,2021-02-08T04:45:55.153Z,,
222,60193331f8a80c12afbaedd5,1,3.0,4.0,3.0,4.0,3.0,3.0,3.0,,5.0,,2021-02-08T06:06:29.691Z,,
223,6019290ff8a80c12afba996f,2,4.0,4.0,3.0,3.0,3.0,,,,,,2021-02-08T10:18:55.174Z,,
224,6019290ff8a80c12afba996f,2,5.0,5.0,4.0,4.0,4.0,,,,,,2021-02-08T10:20:40.853Z,,
225,6019290ff8a80c12afba996f,2,5.0,5.0,4.0,4.0,4.0,,,,,,2021-02-08T10:22:09.614Z,,
226,6019290ff8a80c12afba996f,2,5.0,4.0,4.0,4.0,4.0,,,,,,2021-02-08T10:23:16.071Z,,
227,6019290ff8a80c12afba996f,3,5.0,5.0,5.0,4.0,3.0,3.0,3.0,,3.0,,2021-02-08T14:19:37.066Z,4.0,
228,6019290ff8a80c12afba996f,3,5.0,5.0,4.0,4.0,3.0,3.0,3.0,,3.0,,2021-02-08T14:45:20.261Z,4.0,
229,601c013cf8a80c12afbe1953,2,5.0,3.0,4.0,5.0,5.0,,,4.0,,,2021-02-08T18:49:02.681Z,,
230,6021968ea6af0b0a8bd27418,1,5.0,2.0,2.0,4.0,3.0,5.0,4.0,,2.0,,2021-02-08T20:19:41.467Z,,
231,6021968ea6af0b0a8bd27418,2,5.0,3.0,5.0,5.0,4.0,,,,,"Likes this part much more, since I could experiment with what would happen and guess what the correct code could be :)",2021-02-08T21:04:24.688Z,,
232,601f3546a6af0b0a8bd1e5fd,1,4.0,2.0,3.0,3.0,2.0,4.0,5.0,4.0,5.0,,2021-02-08T22:13:48.559Z,,
233,601f3546a6af0b0a8bd1e5fd,2,4.0,3.0,4.0,3.0,4.0,,,5.0,,,2021-02-09T00:02:34.193Z,,
234,6018f4c5f8a80c12afba21b9,2,5.0,5.0,5.0,5.0,5.0,,,,,,2021-02-09T03:01:26.637Z,,
235,6018f4c5f8a80c12afba21b9,2,5.0,5.0,5.0,5.0,5.0,,,,,,2021-02-09T03:04:59.265Z,,
236,601c0011f8a80c12afbe180d,3,4.0,5.0,4.0,5.0,3.0,5.0,5.0,,3.0,I found it difficult at times to understand why some of the subgoals were necessary,2021-02-09T16:46:32.982Z,5.0,I'll have to practice more but I hope so!
237,601928dff8a80c12afba988d,3,3.0,2.0,2.0,3.0,3.0,5.0,5.0,5.0,4.0,,2021-02-09T18:24:07.061Z,5.0,
238,601926a6f8a80c12afba8dda,2,1.0,5.0,3.0,3.0,3.0,,,,,,2021-02-10T16:33:55.716Z,,
239,6014329e8a8fb97c0541f5d3,2,2.0,4.0,3.0,5.0,4.0,,,5.0,,,2021-02-10T17:29:42.199Z,,
240,601d6caaa6af0b0a8bd1badb,2,4.0,4.0,4.0,5.0,4.0,,,,,,2021-02-12T10:16:40.2Z,,
241,601c0063f8a80c12afbe1862,2,,,,,,,,,,"it would be good if there was help pop ups if someone was particularly stuck on one part, and offer hints on where your going wrong",2021-02-12T20:16:35.881Z,,
242,60192601f8a80c12afba8aa9,2,4.0,5.0,2.0,3.0,4.0,,,5.0,,,2021-02-12T22:47:08.296Z,,
243,60192601f8a80c12afba8aa9,3,2.0,5.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,,2021-02-13T12:09:33.359Z,5.0,
244,60185e4ef8a80c12afba1014,2,5.0,4.0,5.0,5.0,4.0,,,5.0,,,2021-02-13T15:15:29.837Z,,
245,601925def8a80c12afba8a6a,2,2.0,5.0,2.0,3.0,5.0,,,2.0,,,2021-02-13T19:03:41.89Z,,
246,601925def8a80c12afba8a6a,3,3.0,5.0,3.0,4.0,5.0,5.0,5.0,2.0,5.0,,2021-02-13T20:52:55.208Z,4.0,probably not a lot as its still confusing to me. I may do it all over again to try and understand it more as its a lot to take in.
247,6021968ea6af0b0a8bd27418,3,4.0,5.0,3.0,5.0,3.0,5.0,5.0,,1.0,"This was really good! Only thing is that it's really frustrating as sometimes when you're clicking through the taxonomy and realise your code is wrong and press return, the page will go back and you will lose all your progress (happened to me a couple of times!). Another thing is also that I'm not entirely sure when you're supposed to use .column_name and when ['column_name'] when calling columns in some functions. I think this was specifically confusing for me in one of the last excersises where you have to calucalate a mean? Anyways I really enjoyed how the difficulty went up with time and slowly there were way more things you had to figure out during a single subgoal.",2021-02-13T21:37:08.415Z,3.0,Abosolutely! Really want to get more into this now to understand some more of how this language functions
248,601c003af8a80c12afbe1828,3,2.0,5.0,3.0,3.0,2.0,5.0,5.0,,4.0,,2021-02-14T18:11:38.854Z,5.0,Yes
249,601c013cf8a80c12afbe1953,3,5.0,3.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,,2021-02-15T10:21:38.797Z,3.0,
250,601d6caaa6af0b0a8bd1badb,3,3.0,5.0,3.0,5.0,4.0,5.0,5.0,,5.0,"As someone who was very new to data programming, I found that the course took me significantly longer to complete than the estimated times given. This wasn't a problem but it would have been good to know in advance.",2021-02-15T17:59:32.052Z,5.0,"I'm unsure whether I will have the opportunity to put my new skills into practice, however I am hopeful that it will be beneficial to my CV."
251,602956fda6af0b0a8bd34b4d,3,4.0,3.0,4.0,2.0,3.0,4.0,3.0,5.0,3.0,,2021-02-16T05:26:22.79Z,2.0,
252,602956fda6af0b0a8bd34b4d,1,5.0,3.0,5.0,3.0,5.0,3.0,4.0,4.0,3.0,intrusting,2021-02-16T06:13:42.914Z,,
253,601ad24ff8a80c12afbdde77,1,4.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,3.0,,2021-02-16T13:43:39.956Z,,
254,60185e4ef8a80c12afba1014,3,5.0,3.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,,2021-02-16T18:15:14.951Z,3.0,yes
255,601beec0f8a80c12afbe12ac,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,2021-02-17T06:17:55.638Z,,
256,602a3ccea6af0b0a8bd3716d,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,,2021-02-18T11:20:20.015Z,,
257,602f0596a6af0b0a8bd3b61b,2,,,,,,,,,,,2021-02-19T06:10:23.351Z,,
258,602f0596a6af0b0a8bd3b61b,3,,,,,,,,,,,2021-02-19T11:01:29.445Z,,
259,602f0596a6af0b0a8bd3b61b,3,,,,,,,,,,,2021-02-19T12:16:07.91Z,,
260,602f7b89a6af0b0a8bd3bddd,3,3.0,5.0,2.0,4.0,2.0,2.0,4.0,,2.0,,2021-02-19T14:32:42.186Z,3.0,
261,60112d18db5b643e9ca05469,2,5.0,4.0,5.0,5.0,4.0,,,5.0,,Very enjoyable and all the information needed was provided.,2021-02-20T00:43:06.571Z,,
262,601925c8f8a80c12afba89d6,2,3.0,5.0,3.0,3.0,3.0,,,,,,2021-02-20T03:57:44.897Z,,
263,602ee3d9a6af0b0a8bd3b607,1,4.0,3.0,4.0,5.0,3.0,5.0,5.0,5.0,4.0,The visuals were the reason it was understood what one did. ,2021-02-20T09:55:56.586Z,,
264,60311173a6af0b0a8bd3ff53,1,3.0,4.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,,2021-02-20T14:18:21.774Z,,
265,6032151aa6af0b0a8bd41497,1,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,5.0,,2021-02-21T11:05:36.245Z,,
266,6032151aa6af0b0a8bd41497,2,5.0,3.0,3.0,3.0,3.0,,,4.0,,,2021-02-21T11:41:56.656Z,,
267,601c00b3f8a80c12afbe18a3,2,3.0,3.0,3.0,3.0,2.0,,,,,,2021-02-21T19:06:53.965Z,,
268,601c019bf8a80c12afbe1a15,2,3.0,4.0,3.0,3.0,3.0,,,4.0,,,2021-02-22T13:29:07.815Z,,
269,601c0004f8a80c12afbe1803,2,3.0,4.0,4.0,3.0,4.0,,,3.0,,,2021-02-22T15:33:42.983Z,,
270,601c0004f8a80c12afbe1803,3,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,,2021-02-22T16:50:59.129Z,3.0,
271,602a3ccea6af0b0a8bd3716d,2,3.0,3.0,3.0,3.0,3.0,,,,,,2021-02-22T17:28:30.868Z,,
272,601c0130f8a80c12afbe193e,2,2.0,3.0,2.0,4.0,4.0,,,,,,2021-02-23T14:35:09.791Z,,
273,601c019bf8a80c12afbe1a15,3,2.0,4.0,2.0,2.0,3.0,5.0,5.0,5.0,5.0,,2021-02-24T15:08:33.173Z,5.0,
274,602a3ccea6af0b0a8bd3716d,3,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,,2021-02-24T18:45:28.369Z,3.0,
275,601c005ef8a80c12afbe185c,2,4.0,5.0,3.0,4.0,3.0,,,,,,2021-02-24T19:13:39.317Z,,
276,601c014cf8a80c12afbe1961,2,5.0,5.0,5.0,5.0,5.0,,,5.0,,,2021-02-24T22:54:54.176Z,,
277,601926a6f8a80c12afba8dda,3,3.0,5.0,3.0,4.0,4.0,5.0,3.0,,2.0,,2021-02-25T16:21:14.901Z,4.0,
278,601c0143f8a80c12afbe1959,2,,,,,,,,,,,2021-02-25T16:50:23.644Z,,
279,601c0143f8a80c12afbe1959,3,1.0,5.0,2.0,5.0,4.0,5.0,5.0,,3.0,,2021-02-26T15:40:40.295Z,5.0,yes!
280,60390376a6af0b0a8bd49f38,1,3.0,4.0,5.0,4.0,4.0,4.0,5.0,,5.0,,2021-02-26T15:56:34.123Z,,
281,60390376a6af0b0a8bd49f38,2,5.0,4.0,5.0,5.0,5.0,,,,,,2021-02-26T20:07:48.462Z,,
282,603648baa6af0b0a8bd4631e,1,2.0,1.0,,4.0,3.0,,5.0,,3.0,,2021-02-27T14:23:34.683Z,,
283,603a8e8ba6af0b0a8bd4c64e,1,4.0,2.0,4.0,5.0,2.0,5.0,3.0,4.0,5.0,,2021-02-27T18:58:08.304Z,,
284,603a8e8ba6af0b0a8bd4c64e,2,,,,,,,,,,,2021-02-27T21:57:15.32Z,,
285,603648baa6af0b0a8bd4631e,2,2.0,5.0,2.0,3.0,4.0,,,,,,2021-02-28T19:10:04.024Z,,
286,603648baa6af0b0a8bd4631e,3,2.0,5.0,2.0,4.0,4.0,5.0,5.0,,5.0,"Some glitches and by about q10 of part 3 I struggled so much as it got really difficult extremely quickly and I didn't and still don't really understand how to use and combine different types of commands in one string of code, but overall good ",2021-03-01T00:41:39.475Z,5.0,Potentially
287,60390376a6af0b0a8bd49f38,3,4.0,5.0,4.0,5.0,5.0,5.0,5.0,,4.0,lost my mind a little on second last one - had to use hints more than I would have liked - would never have thought to merge the tables!,2021-03-01T20:47:10.674Z,4.0,yes ! even if not in python could imagine the techniques are useful with any language
288,601c014cf8a80c12afbe1961,2,5.0,5.0,5.0,5.0,5.0,,,5.0,,,2021-03-11T11:14:36.398Z,,
289,601c014cf8a80c12afbe1961,3,2.0,5.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,,2021-03-11T20:34:16.743Z,3.0,
290,601c0063f8a80c12afbe1862,3,4.0,5.0,3.0,5.0,5.0,5.0,4.0,,5.0,"it would be good for a search function in the left hand tab, to possibly speed up the process",2021-03-12T11:41:54.524Z,5.0,probably unlikely in the career I'm heading to 
291,604c56b5ba869b0aa718f41e,1,5.0,3.0,5.0,,5.0,5.0,5.0,,,,2021-03-13T07:17:17.685Z,,
292,603d7455a6af0b0a8bd53507,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,2021-03-13T07:49:09.948Z,,
293,603d7455a6af0b0a8bd53507,2,5.0,5.0,5.0,5.0,5.0,,,5.0,,,2021-03-13T08:03:54.051Z,,
294,603d7455a6af0b0a8bd53507,2,5.0,5.0,5.0,5.0,5.0,,,5.0,,,2021-03-13T08:04:48.707Z,,
295,603d7455a6af0b0a8bd53507,2,,,,,,,,,,,2021-03-13T08:06:11.454Z,,
296,603d7455a6af0b0a8bd53507,2,,,,,,,,,,,2021-03-13T08:14:44.682Z,,
297,604c56b5ba869b0aa718f41e,2,4.0,5.0,3.0,3.0,3.0,,,,,,2021-03-13T08:17:10.388Z,,
298,603d7455a6af0b0a8bd53507,2,,,,,,,,,,,2021-03-13T08:18:35.24Z,,
299,604c56b5ba869b0aa718f41e,3,2.0,5.0,1.0,2.0,2.0,3.0,5.0,,3.0,,2021-03-13T09:58:44.794Z,3.0,
300,603d7455a6af0b0a8bd53507,2,,,,,,,,,,,2021-03-13T10:46:16.684Z,,
301,604c8482ba869b0aa71912a0,1,3.0,3.0,2.0,2.0,2.0,2.0,3.0,,3.0,,2021-03-13T10:56:31.064Z,,
302,603d7455a6af0b0a8bd53507,3,5.0,5.0,5.0,5.0,5.0,,5.0,5.0,5.0,,2021-03-13T11:28:37.107Z,5.0,
303,604c8482ba869b0aa71912a0,2,2.0,2.0,2.0,2.0,2.0,,,,,,2021-03-13T12:17:33.907Z,,
304,604c8482ba869b0aa71912a0,3,2.0,2.0,3.0,2.0,,,,,,,2021-03-13T14:43:35.962Z,3.0,
305,604c8482ba869b0aa71912a0,3,2.0,2.0,2.0,3.0,,,,,3.0,,2021-03-13T14:45:45.464Z,4.0,
306,604ba23eba869b0aa718f3ad,1,4.0,4.0,5.0,5.0,3.0,,5.0,5.0,5.0,,2021-03-13T15:04:15.925Z,,
307,604ba23eba869b0aa718f3ad,2,4.0,5.0,3.0,5.0,4.0,,,5.0,,,2021-03-13T16:04:32.707Z,,
308,604ba23eba869b0aa718f3ad,2,,,,,,,,,,,2021-03-13T16:05:47.682Z,,
309,604ccd32ba869b0aa71946ce,1,3.0,2.0,4.0,3.0,3.0,3.0,5.0,4.0,3.0,hints should not be more clear because it effects our thinking capacity and we immediately find the answer.,2021-03-13T17:04:23.144Z,,
310,604b6696ba869b0aa718f328,1,5.0,2.0,4.0,4.0,5.0,4.0,5.0,,4.0,its grateful but there should be some sample of python code that might help in understanding more clearly.,2021-03-13T18:10:31.906Z,,
311,604ce667ba869b0aa7194ebe,1,4.0,4.0,5.0,5.0,4.0,4.0,4.0,,4.0,,2021-03-13T18:10:58.634Z,,
312,604ce667ba869b0aa7194ebe,2,5.0,5.0,4.0,5.0,3.0,,,,,,2021-03-13T19:56:45.476Z,,
313,604b6696ba869b0aa718f328,2,5.0,5.0,4.0,5.0,5.0,,,,,Again it was great exercise to learn but there is should be presenting the proper error or expecting the hint after submitting the program and it is not fulfill the requirements.,2021-03-14T02:51:49.471Z,,
314,604b6696ba869b0aa718f328,2,5.0,5.0,4.0,5.0,5.0,,,,,,2021-03-14T02:53:25.587Z,,
315,604caa6fba869b0aa7193514,1,5.0,1.0,4.0,4.0,5.0,4.0,4.0,,5.0,,2021-03-14T04:35:51.508Z,,
316,604ccd32ba869b0aa71946ce,2,4.0,3.0,4.0,3.0,3.0,,,3.0,,,2021-03-14T07:12:36.375Z,,
317,604da99bba869b0aa7198807,1,3.0,3.0,4.0,3.0,5.0,3.0,4.0,2.0,5.0,,2021-03-14T07:28:07.865Z,,
318,604c3e10ba869b0aa718f3e2,1,3.0,4.0,5.0,2.0,4.0,5.0,5.0,4.0,5.0,,2021-03-14T07:41:19.774Z,,
319,604dad56ba869b0aa7198ae2,1,3.0,4.0,4.0,4.0,3.0,5.0,5.0,,5.0,This is really a good effort.,2021-03-14T08:03:48.12Z,,
320,604dbbbdba869b0aa7199855,1,5.0,2.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,,2021-03-14T08:46:03.033Z,,
321,604dad56ba869b0aa7198ae2,2,4.0,5.0,4.0,4.0,4.0,,,,,This keeps me focus during whole exercises.,2021-03-14T09:16:54.852Z,,
322,604c3e10ba869b0aa718f3e2,2,5.0,5.0,5.0,5.0,5.0,,,5.0,,,2021-03-14T09:27:01.648Z,,
323,604dbbbdba869b0aa7199855,2,4.0,3.0,4.0,4.0,5.0,,,4.0,,,2021-03-14T09:37:05.165Z,,
324,604da99bba869b0aa7198807,2,5.0,5.0,5.0,5.0,5.0,,,5.0,,,2021-03-14T09:55:14.205Z,,
325,604ccd32ba869b0aa71946ce,3,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,,2021-03-14T10:13:23.187Z,3.0,yes it will help in logic building and in python syntax
326,604de995ba869b0aa719e9b1,1,1.0,2.0,5.0,,4.0,1.0,5.0,,,"I would recommend that you should design some proper and logical, type of exercises because for me these exercises were not useful at all. ",2021-03-14T11:31:57.363Z,,
327,604df9aeba869b0aa719f15f,1,3.0,4.0,4.0,5.0,,3.0,5.0,3.0,4.0,,2021-03-14T15:20:43.729Z,,
328,604ce667ba869b0aa7194ebe,3,3.0,5.0,3.0,3.0,3.0,5.0,4.0,,4.0,,2021-03-14T17:11:58.549Z,5.0,
329,604b6696ba869b0aa718f328,3,4.0,5.0,2.0,3.0,4.0,5.0,5.0,,5.0,,2021-03-14T17:13:12.34Z,5.0,yes i get the idea of pandas which is helpful in data science.
330,604ba23eba869b0aa718f3ad,3,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,2021-03-14T18:05:34.304Z,,"Yes, it will definitely help me"
331,604df9aeba869b0aa719f15f,2,3.0,3.0,3.0,3.0,4.0,,,3.0,,,2021-03-14T18:53:00.578Z,,
332,604df9aeba869b0aa719f15f,3,5.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,,2021-03-14T19:52:26.226Z,3.0,yes of course
333,604de9d9ba869b0aa719e9b7,1,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,,2021-03-14T20:25:26.91Z,,
334,604dad56ba869b0aa7198ae2,3,4.0,4.0,3.0,3.0,3.0,5.0,5.0,,5.0,There should be less hints so that we put more effort for getting the solution.,2021-03-15T02:27:22.809Z,,I feel very motivated to use these skills to learn more and more.
335,604caa6fba869b0aa7193514,2,5.0,2.0,3.0,4.0,2.0,,,,,,2021-03-15T04:04:50.987Z,,
336,604caa6fba869b0aa7193514,2,5.0,2.0,3.0,5.0,2.0,,,,,,2021-03-15T04:11:25.413Z,,
337,604caa6fba869b0aa7193514,2,4.0,4.0,4.0,4.0,3.0,,,,,,2021-03-15T04:18:50.36Z,,
338,604d966cba869b0aa7198348,1,5.0,5.0,5.0,5.0,5.0,4.0,5.0,,5.0,,2021-03-15T06:42:58.234Z,,
339,604eec79ba869b0aa71a5338,1,3.0,2.0,4.0,4.0,5.0,3.0,2.0,3.0,5.0,,2021-03-15T06:49:34.868Z,,
340,604f148cba869b0aa71a67f1,1,3.0,,4.0,2.0,2.0,3.0,5.0,2.0,5.0,"To be honest, I did not find it fruitful at all. I would suggest that there should be proper exercises based on some logic.",2021-03-15T08:15:39.22Z,,
341,604da99bba869b0aa7198807,3,2.0,2.0,2.0,3.0,,5.0,5.0,5.0,5.0,,2021-03-15T08:20:04.464Z,5.0,
342,604d966cba869b0aa7198348,2,5.0,5.0,5.0,5.0,5.0,,,,,"the last excercise is quite complex. And it goes out of mind. Nevertheless, IT was really effortfull ",2021-03-15T08:21:08.929Z,,
343,604de8b8ba869b0aa719e935,1,5.0,5.0,5.0,5.0,4.0,4.0,4.0,,5.0,,2021-03-15T08:40:44.059Z,,
344,604f148cba869b0aa71a67f1,2,5.0,1.0,5.0,5.0,5.0,,,5.0,,"That was a nice setup for exploring the language under study. However, I would suggest adding more exercises.",2021-03-15T08:40:59.859Z,,
345,604db12eba869b0aa71990ab,1,3.0,4.0,3.0,4.0,,4.0,5.0,,3.0,,2021-03-15T09:00:24.813Z,,
346,604ef140ba869b0aa71a5347,1,4.0,4.0,5.0,5.0,4.0,5.0,4.0,,5.0,,2021-03-15T09:00:25.945Z,,
347,604ba23eba869b0aa718f3ad,3,5.0,5.0,5.0,5.0,3.0,5.0,4.0,4.0,5.0,The course was designed excellently and I had the feeling that I had learned effectively but I faced some problems in the python editor. Kindly solve them so that everyone could do without any problem.,2021-03-15T09:02:54.887Z,3.0,"Yes. This had really helped me and hopefully, they will help me in the future."
348,604de9d9ba869b0aa719e9b7,2,5.0,5.0,5.0,5.0,5.0,,,5.0,,,2021-03-15T09:06:31.531Z,,
349,604eec79ba869b0aa71a5338,2,4.0,5.0,5.0,5.0,5.0,,,4.0,,,2021-03-15T09:13:24.331Z,,
350,604eec79ba869b0aa71a5338,2,5.0,5.0,5.0,4.0,5.0,,,4.0,,,2021-03-15T09:15:52.337Z,,
351,604f1c3aba869b0aa71a7500,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,5.0,,2021-03-15T09:28:24.303Z,,
352,604e0417ba869b0aa719f964,1,3.0,3.0,2.0,4.0,2.0,3.0,3.0,,2.0,,2021-03-15T09:34:07.359Z,,
353,604db12eba869b0aa71990ab,2,3.0,5.0,4.0,4.0,4.0,,,4.0,,,2021-03-15T09:44:39.03Z,,
354,604e435cba869b0aa71a277f,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,5.0,,2021-03-15T10:04:16.448Z,,
355,604ef140ba869b0aa71a5347,2,3.0,4.0,4.0,5.0,5.0,,,,,,2021-03-15T10:13:05.056Z,,
356,604cf57bba869b0aa719567b,1,4.0,4.0,5.0,3.0,5.0,4.0,5.0,4.0,4.0,,2021-03-15T10:23:57.984Z,,
357,604f27f0ba869b0aa71a9210,1,3.0,2.0,2.0,4.0,3.0,5.0,4.0,5.0,2.0,,2021-03-15T10:33:16.662Z,,
358,604f148cba869b0aa71a67f1,3,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,,2021-03-15T10:36:25.869Z,3.0,
359,604e435cba869b0aa71a277f,2,,,,,,,,,,,2021-03-15T10:44:46.331Z,,
360,604f1c3aba869b0aa71a7500,2,5.0,5.0,5.0,5.0,5.0,,,,,,2021-03-15T10:50:15.976Z,,
361,604ef140ba869b0aa71a5347,3,4.0,5.0,5.0,5.0,5.0,5.0,4.0,,5.0,Great course for learning,2021-03-15T10:52:08.762Z,3.0,"yes ,It is very helpfull"
362,604de8b8ba869b0aa719e935,2,3.0,5.0,5.0,5.0,5.0,,,,,hints should be given by some rough codes,2021-03-15T10:54:13.227Z,,
363,604ef27aba869b0aa71a5380,1,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,1.0,,2021-03-15T11:20:38.78Z,,
